 ,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year
406,307,Danilo Gallinari,35,DET,SF,6,0,15.0,2.0,3.7,.545,1.2,2.0,.583,0.8,1.7,.500,.705,3.5,4.0,.875,0.3,2.0,2.3,2.0,0.3,0.3,0.2,1.5,8.7,,2024
407,307,Danilo Gallinari,35,MIL,SF,17,0,9.1,0.8,2.2,.378,0.2,1.0,.176,0.6,1.2,.550,.419,0.9,1.1,.889,0.4,0.7,1.1,0.7,0.4,0.1,0.6,0.9,2.8,,2024
408,308,Thomas Bryant,26,MIA,C,38,4,11.6,2.3,3.9,.577,0.1,0.6,.182,2.2,3.3,.646,.591,1.1,1.2,.872,1.1,2.7,3.7,0.6,0.3,0.4,0.6,1.2,5.7,,2024
409,309,Torrey Craig,33,CHI,SF,53,14,19.8,2.0,4.7,.430,1.1,2.9,.392,0.9,1.8,.490,.550,0.5,0.7,.750,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1,5.7,,2024
410,310,Larry Nance Jr.,31,NOP,C,61,0,19.9,2.3,4.0,.573,0.4,1.1,.415,1.8,2.9,.631,.629,0.8,1.0,.770,1.5,3.5,5.0,1.9,1.0,0.3,0.8,1.6,5.7,,2024
411,311,Pat Connaughton,31,MIL,SF,76,3,22.1,2.0,4.6,.435,1.1,3.1,.345,0.9,1.4,.633,.553,0.6,0.8,.759,0.7,2.5,3.1,2.1,0.5,0.3,0.6,1.3,5.6,,2024
412,312,Craig Porter Jr.,23,CLE,PG,51,6,12.7,2.3,4.5,.509,0.2,0.7,.353,2.0,3.8,.536,.535,0.8,1.1,.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,,2024
413,313,Mitchell Robinson,25,NYK,C,31,21,24.8,2.4,4.1,.575,0.0,0.0,,2.4,4.1,.575,.575,0.9,2.1,.409,4.6,3.9,8.5,0.6,1.2,1.1,0.8,1.8,5.6,,2024
414,314,Malachi Flynn,25,3TM,PG,69,0,12.7,2.0,4.7,.418,0.8,2.4,.331,1.2,2.3,.513,.505,0.8,1.0,.732,0.3,1.3,1.7,1.9,0.6,0.1,0.9,1.0,5.5,,2024
415,314,Malachi Flynn,25,TOR,PG,31,0,15.3,1.8,4.4,.409,0.9,2.6,.350,0.9,1.8,.491,.511,0.5,0.7,.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1,,2024
416,314,Malachi Flynn,25,NYK,PG,14,0,4.3,0.6,1.6,.391,0.3,0.9,.308,0.4,0.7,.500,.478,0.6,0.8,.818,0.0,0.4,0.4,0.4,0.1,0.0,0.2,0.2,2.2,,2024
417,314,Malachi Flynn,25,DET,PG,24,0,14.3,3.0,6.9,.430,1.0,3.2,.316,2.0,3.7,.528,.503,1.1,1.6,.684,0.3,1.5,1.8,2.1,0.8,0.1,1.1,0.9,8.0,,2024
418,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
419,315,Doug McDermott,32,2TM,SF,64,0,14.1,1.9,4.4,.433,1.5,3.6,.410,0.5,0.9,.527,.599,0.2,0.3,.579,0.2,0.8,0.9,1.1,0.3,0.0,0.4,1.0,5.5,,2024
420,315,Doug McDermott,32,SAS,SF,46,0,15.2,2.1,4.7,.442,1.7,3.8,.439,0.4,0.9,.452,.619,0.2,0.4,.588,0.2,0.9,1.0,1.2,0.2,0.0,0.5,1.0,6.0,,2024
421,315,Doug McDermott,32,IND,SF,18,0,11.3,1.6,3.8,.406,1.0,3.1,.321,0.6,0.7,.769,.536,0.1,0.1,.500,0.1,0.5,0.6,0.7,0.3,0.0,0.2,0.9,4.2,,2024
422,316,Dexter Dennis,24,DAL,SG,4,0,7.5,2.5,4.8,.526,0.3,2.0,.125,2.3,2.8,.818,.553,0.3,0.8,.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5,,2024
423,317,Gary Payton II,31,GSW,SG,44,0,15.5,2.3,4.2,.563,0.5,1.3,.364,1.9,2.9,.648,.617,0.3,0.5,.609,1.0,1.5,2.6,1.1,0.9,0.4,0.6,1.8,5.5,,2024
424,318,Neemias Queta,24,BOS,C,28,0,11.9,2.4,3.7,.644,0.0,0.0,,2.4,3.7,.644,.644,0.7,1.0,.714,1.9,2.5,4.4,0.7,0.5,0.8,0.5,1.8,5.5,,2024
425,319,Ricky Council IV,22,PHI,SG,32,0,9.0,1.7,3.5,.482,0.4,1.0,.375,1.3,2.5,.525,.536,1.7,2.2,.746,0.4,1.0,1.4,0.5,0.3,0.0,0.2,0.5,5.4,,2024
426,320,Kris Dunn,29,UTA,PG,66,32,18.9,2.2,4.7,.470,0.6,1.7,.369,1.6,3.1,.525,.535,0.3,0.5,.688,0.8,2.1,2.9,3.8,1.0,0.4,1.2,2.0,5.4,,2024
427,321,Keon Ellis,24,SAC,SG,57,21,17.2,1.9,4.1,.461,1.2,2.9,.417,0.6,1.1,.578,.612,0.5,0.6,.743,0.6,1.6,2.2,1.5,0.9,0.5,0.6,2.0,5.4,,2024
428,322,Cam Reddish,24,LAL,SF,48,26,20.5,1.9,4.9,.389,0.8,2.3,.336,1.1,2.6,.435,.468,0.9,1.1,.759,0.6,1.5,2.1,1.0,1.0,0.3,0.6,1.3,5.4,,2024
429,323,Matt Ryan,26,NOP,SF,28,1,13.9,1.8,4.0,.434,1.5,3.3,.451,0.3,0.8,.364,.615,0.5,0.5,.929,0.2,1.2,1.4,0.6,0.2,0.0,0.7,1.1,5.4,,2024
430,324,Matisse Thybulle,26,POR,SF,65,19,22.9,1.9,4.9,.397,1.2,3.6,.346,0.7,1.3,.535,.524,0.3,0.4,.759,0.5,1.6,2.1,1.4,1.7,0.8,0.6,1.4,5.4,,2024
431,325,Sasha Vezenkov,28,SAC,PF,42,0,12.2,2.0,4.5,.440,1.1,2.9,.375,0.9,1.7,.549,.558,0.3,0.4,.800,0.7,1.6,2.3,0.5,0.5,0.2,0.3,1.0,5.4,,2024
432,326,Dean Wade,27,CLE,PF,54,32,20.5,1.8,4.3,.414,1.5,3.7,.391,0.3,0.6,.567,.584,0.4,0.5,.769,0.7,3.4,4.0,0.8,0.7,0.5,0.4,1.7,5.4,,2024
433,327,Darius Bazley,23,2TM,PF,9,0,16.9,2.0,3.3,.600,0.2,0.9,.250,1.8,2.4,.727,.633,1.1,1.3,.833,0.9,2.2,3.1,0.8,0.7,0.8,0.9,0.3,5.3,,2024
434,327,Darius Bazley,23,PHI,PF,3,0,3.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.0,,2024
435,327,Darius Bazley,23,UTA,PF,6,0,23.7,3.0,4.8,.621,0.3,1.3,.250,2.7,3.5,.762,.655,1.7,2.0,.833,1.3,3.2,4.5,0.8,1.0,1.2,1.2,0.5,8.0,,2024
436,328,Xavier Tillman Sr.,25,2TM,PF,54,15,18.0,2.2,5.2,.434,0.4,1.5,.247,1.9,3.7,.510,.470,0.4,0.9,.440,1.3,2.6,3.9,1.4,0.9,0.8,0.6,1.4,5.3,,2024
437,328,Xavier Tillman Sr.,25,MEM,C,34,13,20.6,2.6,6.3,.408,0.4,1.6,.226,2.2,4.7,.469,.437,0.5,1.3,.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0,,2024
438,328,Xavier Tillman Sr.,25,BOS,PF,20,2,13.7,1.7,3.3,.515,0.4,1.4,.286,1.3,1.9,.684,.576,0.2,0.4,.571,0.7,2.0,2.7,1.0,0.5,0.5,0.3,0.8,4.0,,2024
439,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
440,329,Nicolas Batum,35,2TM,PF,60,38,25.5,1.9,4.3,.453,1.2,3.1,.395,0.7,1.2,.606,.596,0.3,0.4,.714,1.2,3.0,4.1,2.1,0.8,0.6,0.7,1.8,5.3,,2024
441,329,Nicolas Batum,35,LAC,PF,3,0,18.0,1.0,2.7,.375,0.7,2.3,.286,0.3,0.3,1.000,.500,0.0,0.0,,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7,,2024
442,329,Nicolas Batum,35,PHI,PF,57,38,25.9,2.0,4.4,.456,1.2,3.1,.399,0.7,1.2,.600,.599,0.3,0.4,.714,1.2,3.0,4.2,2.2,0.8,0.6,0.7,1.8,5.5,,2024
443,330,Luke Kornet,28,BOS,C,63,7,15.6,2.3,3.2,.700,0.0,0.0,1.000,2.2,3.2,.698,.702,0.8,0.9,.907,1.9,2.3,4.1,1.1,0.4,1.0,0.3,1.2,5.3,,2024
444,331,Davion Mitchell,25,SAC,PG,72,4,15.3,2.0,4.5,.452,0.8,2.2,.361,1.2,2.3,.539,.540,0.4,0.6,.714,0.3,1.1,1.3,1.9,0.2,0.0,0.6,1.2,5.3,,2024
445,332,Mason Plumlee,33,LAC,C,46,11,14.7,1.9,3.3,.569,0.0,0.1,.000,1.9,3.2,.592,.569,1.5,2.2,.707,1.3,3.8,5.1,1.2,0.3,0.4,0.8,1.5,5.3,,2024
446,333,Stanley Umude,24,DET,SG,24,2,12.8,1.5,3.5,.440,1.0,2.2,.453,0.5,1.3,.419,.583,1.2,1.3,.906,0.3,1.8,2.1,0.5,0.3,0.3,0.6,1.7,5.3,,2024
447,334,Aleksej Pokusevski,22,2TM,PF,28,0,14.5,1.8,4.3,.405,0.6,2.0,.327,1.1,2.4,.470,.479,1.1,1.5,.732,0.6,2.6,3.2,1.3,0.5,0.5,0.7,0.8,5.2,,2024
448,334,Aleksej Pokusevski,22,OKC,PF,10,0,6.0,0.4,1.6,.250,0.2,1.1,.182,0.2,0.5,.400,.313,0.2,0.4,.500,0.2,0.8,1.0,0.5,0.1,0.1,0.3,0.5,1.2,,2024
449,334,Aleksej Pokusevski,22,CHO,PF,18,0,19.2,2.5,5.8,.429,0.9,2.4,.364,1.6,3.4,.475,.505,1.6,2.1,.757,0.8,3.6,4.4,1.7,0.8,0.7,0.9,0.9,7.4,,2024
450,335,Bol Bol,24,PHO,PF,43,0,10.9,2.2,3.5,.616,0.5,1.2,.423,1.7,2.3,.717,.689,0.3,0.4,.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2,,2024
451,336,Brandon Boston Jr.,22,LAC,SF,32,0,10.8,2.0,5.0,.404,0.4,1.6,.269,1.6,3.4,.468,.447,0.7,1.0,.697,0.6,1.0,1.6,0.4,0.3,0.3,0.8,1.3,5.2,,2024
452,337,Jarred Vanderbilt,24,LAL,PF,29,6,20.0,2.0,3.9,.518,0.3,0.9,.296,1.8,3.0,.586,.553,0.8,1.2,.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2,,2024
453,338,Seth Curry,33,2TM,SG,44,4,14.0,1.8,4.6,.392,0.9,2.5,.352,1.0,2.2,.438,.485,0.6,0.7,.903,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,5.1,,2024
454,338,Seth Curry,33,DAL,SG,36,3,12.7,1.5,4.0,.372,0.8,2.2,.363,0.7,1.8,.385,.472,0.5,0.5,.895,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,4.3,,2024
455,338,Seth Curry,33,CHO,SG,8,1,19.9,3.3,7.4,.441,1.1,3.5,.321,2.1,3.9,.548,.517,1.4,1.5,.917,0.4,1.6,2.0,1.8,0.6,0.4,0.6,0.9,9.0,,2024
456,339,Drew Eubanks,26,PHO,C,75,6,15.6,2.0,3.4,.601,0.0,0.0,1.000,2.0,3.3,.596,.607,1.0,1.2,.774,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,5.1,,2024
457,340,Bryce McGowens,21,CHO,SG,59,14,14.9,1.7,3.9,.439,0.6,1.7,.333,1.1,2.2,.523,.513,1.1,1.4,.776,0.3,1.4,1.7,0.9,0.4,0.2,0.5,1.3,5.1,,2024
458,341,Richaun Holmes,30,2TM,C,40,10,13.9,2.1,3.7,.558,0.0,0.1,.333,2.0,3.6,.563,.561,0.9,1.2,.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,5.0,,2024
459,341,Richaun Holmes,30,DAL,C,23,2,10.3,1.4,2.6,.559,0.0,0.0,,1.4,2.6,.559,.559,0.5,0.9,.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4,,2024
460,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
461,341,Richaun Holmes,30,WAS,PF,17,8,18.7,2.9,5.2,.557,0.1,0.2,.333,2.8,5.0,.565,.563,1.3,1.5,.846,2.2,3.9,6.1,0.6,0.5,0.6,0.7,2.4,7.1,,2024
462,342,Monte Morris,28,2TM,PG,33,0,14.4,1.9,4.6,.405,0.8,2.1,.386,1.1,2.5,.422,.493,0.4,0.6,.684,0.2,1.5,1.7,2.1,0.6,0.3,0.2,0.4,5.0,,2024
463,342,Monte Morris,28,DET,PG,6,0,11.3,2.0,5.5,.364,0.3,1.8,.182,1.7,3.7,.455,.394,0.2,0.3,.500,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.5,,2024
464,342,Monte Morris,28,MIN,PG,27,0,15.1,1.9,4.4,.417,0.9,2.2,.424,0.9,2.3,.410,.521,0.4,0.6,.706,0.2,1.5,1.7,2.3,0.7,0.3,0.2,0.5,5.1,,2024
465,343,Goga Bitadze,24,ORL,C,62,33,15.4,2.0,3.4,.603,0.0,0.2,.143,2.0,3.1,.636,.608,0.9,1.4,.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5.0,,2024
466,344,Jevon Carter,28,CHI,PG,72,0,13.9,1.9,5.1,.378,1.1,3.3,.329,0.8,1.8,.466,.484,0.1,0.1,.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1.0,5.0,,2024
467,345,Devonte' Graham,28,SAS,PG,23,0,13.6,1.7,4.7,.352,1.1,3.6,.301,0.6,1.1,.520,.468,0.6,0.7,.813,0.2,1.3,1.6,2.1,0.4,0.1,0.7,0.6,5.0,,2024
468,346,Isaiah Livers,25,DET,PF,23,6,20.4,1.7,5.0,.345,1.0,3.3,.286,0.8,1.7,.462,.440,0.5,0.8,.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0,,2024
469,347,Kobi Simmons,26,TOR,PG,4,0,16.8,2.3,5.3,.429,0.5,2.0,.250,1.8,3.3,.538,.476,0.0,0.0,,0.3,1.5,1.8,3.0,1.5,0.5,0.3,1.3,5.0,,2024
470,348,D.J. Wilson,27,PHI,PF,2,0,7.5,2.0,3.0,.667,1.0,1.0,1.000,1.0,2.0,.500,.833,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,5.0,,2024
471,349,Jalen Wilson,23,BRK,PF,43,3,15.4,1.8,4.2,.425,0.6,1.7,.324,1.2,2.4,.495,.492,0.9,1.1,.826,1.1,2.0,3.0,1.0,0.3,0.1,0.4,1.1,5.0,,2024
472,350,Jock Landale,28,HOU,C,56,3,13.6,1.9,3.7,.515,0.2,0.7,.250,1.7,3.0,.578,.539,0.9,1.2,.800,1.6,1.5,3.1,1.2,0.4,0.6,0.6,1.3,4.9,,2024
473,351,Garrison Mathews,27,ATL,SG,66,5,15.0,1.6,3.4,.456,1.3,2.9,.440,0.3,0.5,.545,.644,0.5,0.6,.810,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,,2024
474,352,Jared Rhoden,24,DET,SG,17,0,14.4,1.9,3.9,.500,0.7,1.8,.387,1.2,2.1,.600,.591,0.3,0.5,.625,0.2,1.8,1.9,0.8,0.2,0.8,0.4,1.6,4.9,,2024
475,353,Kobe Bufkin,20,ATL,SG,17,0,11.5,2.0,5.4,.370,0.5,2.4,.225,1.5,3.1,.481,.418,0.2,0.5,.500,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2,4.8,,2024
476,354,DeJon Jarreau,26,MEM,SG,9,0,16.7,1.9,5.6,.340,0.4,1.4,.308,1.4,4.1,.351,.380,0.6,1.2,.455,0.9,4.0,4.9,2.9,0.7,0.2,1.0,1.6,4.8,,2024
477,355,Eugene Omoruyi,26,WAS,SF,43,0,9.1,1.9,3.9,.485,0.3,1.1,.283,1.6,2.8,.562,.524,0.7,1.1,.653,0.8,1.2,2.0,0.8,0.6,0.1,0.5,1.4,4.8,,2024
478,356,Kenrich Williams,29,OKC,PF,69,1,14.9,1.9,4.1,.468,0.8,2.0,.397,1.1,2.0,.540,.568,0.1,0.2,.500,0.9,2.1,3.0,1.3,0.6,0.1,0.5,1.5,4.7,,2024
479,357,Kenneth Lofton Jr.,21,3TM,PF,21,0,9.5,1.7,3.7,.462,0.3,1.1,.292,1.4,2.6,.537,.506,0.8,1.2,.654,0.6,1.2,1.8,1.6,0.3,0.2,0.7,1.1,4.6,,2024
480,357,Kenneth Lofton Jr.,21,MEM,PF,15,0,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,,2024
481,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
482,357,Kenneth Lofton Jr.,21,PHI,PF,2,0,4.5,0.5,3.0,.167,0.0,1.0,.000,0.5,2.0,.250,.167,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0,,2024
483,357,Kenneth Lofton Jr.,21,UTA,PF,4,0,22.8,5.3,8.8,.600,1.0,3.0,.333,4.3,5.8,.739,.657,2.3,2.8,.818,2.5,2.5,5.0,4.8,0.8,0.5,1.5,2.3,13.8,,2024
484,358,Anthony Black,20,ORL,PG,69,33,16.9,1.7,3.6,.466,0.5,1.4,.394,1.1,2.2,.510,.540,0.7,1.2,.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,4.6,,2024
485,359,Josh Okogie,25,PHO,SG,60,11,16.0,1.4,3.4,.417,0.5,1.6,.309,1.0,1.9,.509,.488,1.3,1.7,.745,1.2,1.3,2.6,1.1,0.8,0.4,0.6,1.1,4.6,,2024
486,360,Omer Yurtseven,25,UTA,C,48,12,11.4,2.1,3.8,.538,0.1,0.5,.208,2.0,3.3,.588,.552,0.4,0.6,.679,1.5,2.8,4.3,0.6,0.2,0.4,0.8,1.1,4.6,,2024
487,361,Shake Milton,27,3TM,SG,48,0,12.1,1.6,4.1,.405,0.4,1.3,.281,1.3,2.7,.466,.451,0.8,1.0,.816,0.3,1.3,1.6,1.3,0.4,0.1,0.6,1.1,4.5,,2024
488,361,Shake Milton,27,MIN,SG,38,0,12.9,1.7,4.2,.400,0.4,1.4,.264,1.3,2.8,.467,.444,0.9,1.2,.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7,,2024
489,361,Shake Milton,27,DET,SG,4,0,15.8,2.8,6.5,.423,0.8,2.3,.333,2.0,4.3,.471,.481,0.5,0.8,.667,1.8,2.8,4.5,1.5,0.5,0.3,0.8,0.8,6.8,,2024
490,361,Shake Milton,27,NYK,SG,6,0,4.5,0.7,1.5,.444,0.2,0.3,.500,0.5,1.2,.429,.500,0.3,0.3,1.000,0.0,1.0,1.0,0.7,0.2,0.0,0.0,1.2,1.8,,2024
491,362,Delon Wright,31,2TM,PG,47,1,15.8,1.6,4.0,.394,0.5,1.4,.368,1.0,2.6,.408,.460,0.8,1.0,.822,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.5,,2024
492,362,Delon Wright,31,WAS,PG,33,0,13.8,1.5,3.7,.393,0.4,1.2,.368,1.0,2.5,.405,.451,0.7,0.9,.828,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.1,,2024
493,362,Delon Wright,31,MIA,PG,14,1,20.4,1.9,4.7,.394,0.8,2.1,.367,1.1,2.6,.417,.477,0.9,1.1,.813,0.4,1.5,1.9,2.6,1.4,0.2,0.2,0.7,5.4,,2024
494,363,A.J. Green,24,MIL,SG,56,0,11.0,1.5,3.5,.423,1.2,3.0,.408,0.3,0.5,.519,.599,0.3,0.3,.895,0.2,1.0,1.1,0.5,0.2,0.1,0.2,0.9,4.5,,2024
495,364,Kevon Looney,27,GSW,C,74,36,16.1,1.9,3.1,.597,0.0,0.0,.000,1.9,3.1,.599,.597,0.8,1.1,.675,1.9,3.7,5.7,1.8,0.4,0.4,0.7,2.1,4.5,,2024
496,365,Taze Moore,25,POR,SG,4,0,10.0,2.0,4.8,.421,0.3,1.8,.143,1.8,3.0,.583,.447,0.3,0.5,.500,1.0,1.0,2.0,1.3,0.5,0.0,0.8,1.0,4.5,,2024
497,366,Julian Strawther,21,DEN,SF,50,0,10.9,1.6,4.4,.369,0.8,2.8,.297,0.8,1.7,.488,.462,0.4,0.6,.710,0.1,1.1,1.2,0.9,0.3,0.1,0.5,1.1,4.5,,2024
498,367,Bismack Biyombo,31,2TM,C,40,27,19.8,1.9,3.3,.565,0.0,0.0,,1.9,3.3,.565,.565,0.7,1.4,.481,1.6,3.7,5.2,1.3,0.3,0.9,1.1,2.2,4.4,,2024
499,367,Bismack Biyombo,31,MEM,C,30,27,23.9,2.2,4.0,.563,0.0,0.0,,2.2,4.0,.563,.563,0.7,1.5,.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,,2024
500,367,Bismack Biyombo,31,OKC,C,10,0,7.3,0.7,1.2,.583,0.0,0.0,,0.7,1.2,.583,.583,0.4,0.8,.500,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.7,1.8,,2024
501,368,Robert Covington,33,2TM,PF,29,6,16.8,1.5,3.4,.439,0.7,1.9,.339,0.8,1.4,.571,.536,0.8,0.9,.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4,,2024
502,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
503,368,Robert Covington,33,LAC,PF,3,3,23.0,1.0,3.0,.333,0.7,2.7,.250,0.3,0.3,1.000,.444,0.3,0.7,.500,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0,,2024
504,368,Robert Covington,33,PHI,SF,26,3,16.1,1.5,3.4,.449,0.7,1.8,.354,0.9,1.6,.561,.545,0.8,0.9,.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5,,2024
505,369,Patrick Baldwin Jr.,21,WAS,SF,38,7,13.0,1.6,4.1,.381,0.8,2.6,.320,0.7,1.5,.483,.481,0.5,0.7,.679,0.4,2.8,3.2,0.8,0.5,0.4,0.5,1.5,4.4,,2024
506,370,Mo Bamba,25,PHI,C,57,17,13.0,1.7,3.5,.490,0.4,1.1,.391,1.3,2.4,.537,.553,0.6,0.9,.680,1.4,2.8,4.2,0.7,0.4,1.1,0.7,1.8,4.4,,2024
507,371,Dominick Barlow,20,SAS,PF,33,1,12.7,1.7,3.4,.496,0.1,0.3,.333,1.6,3.2,.510,.509,0.9,1.3,.690,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4,,2024
508,372,MarJon Beauchamp,23,MIL,SF,48,1,12.7,1.7,3.5,.488,0.6,1.6,.400,1.1,1.9,.560,.578,0.4,0.6,.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1,4.4,,2024
509,373,Joe Ingles,36,ORL,SF,68,0,17.2,1.5,3.3,.436,1.0,2.4,.435,0.4,1.0,.439,.590,0.4,0.5,.824,0.3,1.8,2.1,3.0,0.6,0.1,1.0,1.3,4.4,,2024
510,374,Maxi Kleber,32,DAL,C,43,7,20.3,1.5,3.4,.432,0.7,2.1,.348,0.7,1.3,.574,.541,0.8,1.1,.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8,4.4,,2024
511,375,Jontay Porter,24,TOR,PF,26,5,13.8,1.5,4.0,.385,0.8,2.3,.333,0.8,1.7,.455,.481,0.6,0.7,.833,1.0,2.2,3.2,2.3,0.8,0.8,0.8,1.3,4.4,,2024
512,376,Lester Quiñones,23,GSW,SG,37,0,10.6,1.5,3.8,.397,0.9,2.4,.364,0.6,1.4,.453,.511,0.5,0.8,.690,0.6,1.4,1.9,1.0,0.2,0.1,0.5,1.2,4.4,,2024
513,377,Ben Sheppard,22,IND,SG,57,1,14.3,1.6,4.0,.393,0.9,2.7,.314,0.7,1.3,.562,.500,0.4,0.5,.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,1.5,4.4,,2024
514,378,Blake Wesley,20,SAS,SG,61,3,14.4,1.7,3.5,.474,0.2,0.9,.218,1.5,2.6,.563,.502,0.9,1.3,.667,0.3,1.2,1.5,2.7,0.5,0.1,0.9,1.5,4.4,,2024
515,379,Jeff Dowtin,26,PHI,PG,12,0,11.8,1.7,3.0,.556,0.8,1.6,.474,0.9,1.4,.647,.681,0.3,0.3,.750,0.3,1.4,1.7,2.3,0.6,0.1,0.4,0.1,4.3,,2024
516,380,Jaxson Hayes,23,LAL,C,70,5,12.5,1.8,2.5,.720,0.0,0.1,.000,1.8,2.4,.754,.720,0.7,1.2,.622,1.0,2.0,3.0,0.5,0.5,0.4,0.6,1.8,4.3,,2024
517,381,Caleb Houstan,21,ORL,SF,59,13,13.8,1.4,3.5,.388,1.2,3.3,.373,0.1,0.2,.615,.563,0.4,0.4,.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1.0,4.3,,2024
518,382,John Konchar,27,MEM,SF,55,23,21.3,1.6,3.8,.423,0.7,2.2,.317,0.9,1.6,.568,.514,0.4,0.5,.840,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3,,2024
519,383,Dru Smith,26,MIA,SG,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,,2024
520,384,Thaddeus Young,35,2TM,PF,33,6,13.3,2.0,3.3,.602,0.0,0.2,.143,1.9,3.1,.634,.606,0.2,0.5,.400,1.4,1.7,3.1,1.7,0.7,0.2,0.5,1.5,4.2,,2024
521,384,Thaddeus Young,35,TOR,PF,23,6,15.2,2.3,3.8,.621,0.0,0.3,.167,2.3,3.5,.654,.626,0.2,0.5,.417,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,5.0,,2024
522,384,Thaddeus Young,35,PHO,PF,10,0,8.9,1.1,2.1,.524,0.0,0.1,.000,1.1,2.0,.550,.524,0.1,0.3,.333,1.7,1.1,2.8,0.7,0.5,0.2,0.4,1.1,2.3,,2024
523,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
524,385,Jacob Gilyard,25,2TM,PG,41,14,17.0,1.5,3.7,.400,1.2,3.1,.405,0.2,0.6,.375,.570,0.0,0.0,1.000,0.2,0.9,1.1,3.3,0.8,0.1,0.7,1.0,4.2,,2024
